wins,losses,draws,height_cm,weight_kg,reach_in_cm,sig_strikes_landed_min,sig_strike_acc,sig_strikes_absorbed_min,sig_strike_def,avg_takedowns_landed_15_min,takedown_acc,takedown_def,avg_sub_attempt_15_min
20,11,0,175.26,77.11,182.88,2.46,51,2.76,41,3.28,53,30,2.46
8,2,0,182.88,108.86,182.88,2.46,41,1.18,81,1.32,71,70,2.46
11,7,0,177.8,65.77,177.8,2.46,32,3.5,54,0.47,33,69,2.46
6,3,0,182.88,113.4,187.96,2.46,43,3.85,53,0.0,0,77,2.46
15,8,0,172.72,65.77,170.18,2.46,33,3.55,59,1.45,43,70,2.46
25,10,0,182.88,77.11,187.96,2.46,35,3.44,51,0.73,35,35,2.46
31,9,1,182.88,77.11,182.88,2.45,36,1.8,56,2.83,29,35,2.45
7,1,0,187.96,104.33,182.88,2.45,53,4.29,51,0.0,0,0,2.45
10,4,0,177.8,119.75,182.88,2.45,60,3.59,26,0.0,0,0,2.45
16,7,0,172.72,70.31,177.8,2.45,43,1.94,63,2.9,54,69,2.45
6,4,0,180.34,83.91,198.12,2.45,48,2.7,55,0.94,33,37,2.45
38,13,2,170.18,76.2,182.88,2.45,49,1.94,59,1.87,69,56,2.45
6,2,0,177.8,61.23,185.42,2.44,28,4.46,55,0.62,100,50,2.44
32,15,0,180.34,83.91,187.96,2.44,47,2.7,51,1.52,52,57,2.44
32,13,3,180.34,83.91,182.88,2.44,53,1.44,60,0.58,60,45,2.44
12,4,0,175.26,61.23,180.34,2.44,36,2.66,55,2.4,25,45,2.44
17,6,0,175.26,77.11,182.88,2.43,50,4.05,37,12.16,100,100,2.43
27,12,0,190.5,117.93,200.66,2.43,50,2.48,40,0.53,26,53,2.43
9,11,0,175.26,70.31,182.88,2.43,42,4.86,57,0.0,0,0,2.43
14,6,0,175.26,56.7,177.8,2.43,31,3.82,57,0.88,45,48,2.43
13,4,0,172.72,65.77,177.8,2.43,41,1.8,57,3.98,52,92,2.43
8,5,0,167.64,61.23,172.72,2.43,42,1.97,56,3.5,29,60,2.43
16,5,0,170.18,65.77,175.26,2.43,36,1.99,72,2.56,52,57,2.43
23,10,0,187.96,92.99,190.5,2.43,35,2.34,59,0.64,44,62,2.43
8,5,0,162.56,56.7,157.48,2.42,30,5.32,54,1.71,66,50,2.42
15,6,0,193.04,92.99,200.66,2.42,49,1.6,53,0.0,0,28,2.42
29,10,2,180.34,65.77,185.42,2.42,42,2.12,65,2.55,56,54,2.42
6,2,0,167.64,61.23,165.1,2.42,34,3.91,56,1.75,33,80,2.42
13,7,2,182.88,90.26,182.88,2.42,50,0.42,71,0.0,0,90,2.42
14,6,1,182.88,77.11,182.88,2.42,42,3.73,59,1.2,38,75,2.42
10,2,0,170.18,65.77,170.18,2.42,74,1.18,47,3.6,57,83,2.42
11,4,0,170.18,65.77,182.88,2.41,37,1.58,67,7.23,68,100,2.41
44,17,0,182.88,83.91,177.8,2.41,51,1.69,57,2.45,55,62,2.41
19,6,0,175.26,70.31,182.88,2.41,23,10.34,44,0.0,0,0,2.41
20,8,0,190.5,106.59,193.04,2.41,44,3.02,55,1.01,23,45,2.41
7,2,0,193.04,115.67,182.88,2.41,42,1.66,47,1.25,100,66,2.41
14,6,0,177.8,65.77,187.96,2.41,40,1.85,63,2.22,33,60,2.41
3,1,1,187.96,92.99,182.88,2.4,75,1.33,53,0.0,0,25,2.4
8,1,0,180.34,70.31,182.88,2.4,27,4.8,46,0.0,0,100,2.4
5,2,0,177.8,77.11,182.88,2.4,59,0.6,59,5.0,83,0,2.4
26,3,0,160.02,51.26,182.88,2.4,42,0.0,100,0.0,0,0,2.4
0,1,0,170.18,65.77,182.88,2.4,67,0.53,50,0.0,0,72,2.4
11,2,0,177.8,110.22,185.42,2.4,31,3.47,42,0.0,0,25,2.4
20,10,2,172.72,77.11,182.88,2.4,35,5.6,42,1.5,20,100,2.4
11,7,0,170.18,65.77,182.88,2.4,33,0.0,100,0.0,0,100,2.4
6,3,0,170.18,61.23,182.88,2.4,27,3.2,52,1.0,100,26,2.4
0,3,0,187.96,97.52,182.88,2.4,43,6.17,68,0.0,0,0,2.4
9,3,0,170.18,56.7,172.72,2.4,43,2.64,48,1.04,18,53,2.4
14,8,0,180.34,70.31,190.5,2.4,36,8.08,40,6.0,55,50,2.4
8,10,0,185.42,110.68,182.88,2.4,48,5.73,32,0.0,0,100,2.4
8,3,0,162.56,52.16,160.02,2.4,32,2.87,64,0.0,0,76,2.4
20,6,1,175.26,70.31,182.88,2.39,48,2.08,63,1.76,37,65,2.39
10,1,0,177.8,65.77,185.42,2.39,47,1.84,55,0.0,0,73,2.39
9,5,0,177.8,77.11,180.34,2.39,48,3.86,40,0.0,0,79,2.39
11,7,0,175.26,70.31,182.88,2.39,45,1.67,46,0.0,0,52,2.39
9,4,0,185.42,77.11,193.04,2.39,40,3.01,50,0.53,37,72,2.39
8,4,0,190.5,92.99,198.12,2.38,28,7.72,43,0.0,0,0,2.38
14,5,0,195.58,83.91,200.66,2.38,51,3.02,40,2.87,64,66,2.38
7,2,0,182.88,77.11,195.58,2.38,36,3.55,37,0.87,16,0,2.38
11,2,0,190.5,115.67,203.2,2.38,70,1.95,40,8.93,78,50,2.38
9,2,0,177.8,65.77,177.8,2.38,50,1.33,65,0.22,9,0,2.38
26,4,0,167.64,77.11,170.18,2.38,47,2.51,57,3.94,36,47,2.38
11,8,1,162.56,61.23,182.88,2.37,48,3.77,49,0.0,0,58,2.37
18,10,1,172.72,61.23,185.42,2.37,45,2.66,64,0.93,47,41,2.37
19,3,0,165.1,61.23,182.88,2.37,36,3.33,53,2.5,31,100,2.37
28,16,0,193.04,113.4,198.12,2.37,50,1.77,54,1.22,50,32,2.37
5,4,0,177.8,65.77,182.88,2.37,30,4.17,48,0.0,0,46,2.37
1,1,0,180.34,65.77,177.8,2.37,25,4.57,47,0.0,0,77,2.37
27,21,1,177.8,77.11,182.88,2.36,45,4.69,40,1.48,17,42,2.36
10,3,0,170.18,61.23,177.8,2.36,26,2.98,64,1.39,70,54,2.36
9,6,0,162.56,61.23,160.02,2.36,44,6.06,38,1.61,26,20,2.36
13,7,0,167.64,61.23,182.88,2.36,33,2.99,54,0.25,20,56,2.36
19,7,1,175.26,77.11,187.96,2.36,48,2.76,54,1.06,40,87,2.36
35,16,5,170.18,63.05,172.72,2.36,33,2.55,63,2.93,51,50,2.36
15,6,0,185.42,77.11,195.58,2.36,37,2.29,54,1.06,50,61,2.36
3,1,0,182.88,69.85,182.88,2.36,57,0.32,85,0.68,100,80,2.36
9,2,0,170.18,61.23,172.72,2.35,47,1.9,52,2.54,50,60,2.35
15,10,0,182.88,70.31,185.42,2.35,26,4.14,51,0.0,0,33,2.35
11,5,0,177.8,70.31,185.42,2.35,34,3.27,47,0.64,15,50,2.35
9,4,0,170.18,65.77,167.64,2.35,38,3.7,35,0.92,14,55,2.35
15,5,0,182.88,70.31,195.58,2.35,42,3.46,47,2.68,42,76,2.35
11,5,0,182.88,83.91,182.88,2.35,56,2.99,44,0.0,0,52,2.35
8,4,0,160.02,56.7,160.02,2.34,37,6.42,48,0.57,40,31,2.34
22,12,0,162.56,56.7,165.1,2.34,26,3.16,68,1.76,21,60,2.34
8,7,0,182.88,77.11,187.96,2.34,47,3.36,43,2.37,80,50,2.34
6,2,0,185.42,83.91,182.88,2.34,63,2.71,37,5.54,50,0,2.34
20,11,2,170.18,61.23,167.64,2.34,35,2.14,63,0.91,58,68,2.34
12,5,0,172.72,70.31,190.5,2.34,43,2.32,60,3.65,36,31,2.34
5,2,0,170.18,76.2,182.88,2.34,52,1.56,58,2.02,27,0,2.34
19,3,0,160.02,52.16,162.56,2.34,40,3.03,56,2.42,39,73,2.34
11,4,0,172.72,65.77,172.72,2.34,21,6.75,46,0.0,0,0,2.34
16,2,0,177.8,65.77,177.8,2.34,58,1.64,58,3.51,41,33,2.34
9,2,0,185.42,77.11,193.04,2.34,42,3.44,59,1.0,28,80,2.34
9,1,0,185.42,111.13,190.5,2.33,56,3.25,59,1.73,75,100,2.33
6,1,0,185.42,83.91,182.88,2.33,52,0.91,41,0.0,0,36,2.33
15,3,0,177.8,56.7,182.88,2.33,48,4.29,40,0.87,75,78,2.33
15,4,0,177.8,70.31,182.88,2.33,48,3.93,55,2.0,28,63,2.33
17,3,0,193.04,113.4,210.82,2.33,41,2.16,41,0.76,62,71,2.33
19,3,1,167.64,61.23,182.88,2.33,21,4.11,59,1.67,11,0,2.33
4,0,1,154.94,52.16,147.32,2.33,38,5.8,42,4.0,16,0,2.33
16,6,0,177.8,77.11,180.34,2.33,42,2.82,47,1.02,42,81,2.33
8,3,0,175.26,77.11,182.88,2.33,46,2.93,53,1.0,16,100,2.33
4,2,0,160.02,52.16,160.02,2.33,33,6.13,44,0.0,0,100,2.33
14,4,0,175.26,65.77,175.26,2.33,46,1.99,62,1.9,30,45,2.33
42,21,0,177.8,70.31,177.8,2.33,41,2.29,57,1.3,35,30,2.33
1,4,0,185.42,102.06,182.88,2.32,41,3.58,56,4.02,50,57,2.32
23,11,1,177.8,70.31,180.34,2.32,45,4.01,56,1.07,100,33,2.32
14,5,0,180.34,77.11,182.88,2.32,60,3.17,43,1.16,50,40,2.32
51,18,1,182.88,77.11,185.42,2.32,49,2.14,56,1.7,23,61,2.32
14,9,0,177.8,77.11,187.96,2.32,49,2.42,50,2.95,42,76,2.32
18,10,0,185.42,77.11,190.5,2.32,50,1.36,55,1.31,50,60,2.32
28,15,1,182.88,77.11,182.88,2.32,52,4.86,42,1.57,40,78,2.32
6,2,1,180.34,83.91,193.04,2.32,38,1.55,67,0.0,0,60,2.32
13,6,0,170.18,65.77,185.42,2.32,38,3.23,47,0.37,7,35,2.32
23,17,0,198.12,83.91,200.66,2.31,41,2.4,54,0.49,45,56,2.31
13,7,1,172.72,65.77,182.88,2.31,41,1.67,48,0.0,0,0,2.31
9,6,0,165.1,65.77,182.88,2.31,43,2.1,43,0.0,0,55,2.31
7,1,0,187.96,92.99,182.88,2.31,17,6.92,44,0.0,0,0,2.31
0,3,0,175.26,61.23,182.88,2.31,30,12.12,19,0.0,0,0,2.31
15,5,0,170.18,61.23,180.34,2.31,38,9.56,50,0.0,0,0,2.31
9,4,0,177.8,70.31,175.26,2.31,25,11.54,40,0.0,0,0,2.31
7,3,0,182.88,120.2,182.88,2.31,31,4.3,47,0.0,0,0,2.31
12,6,0,195.58,113.4,200.66,2.3,47,3.0,37,3.29,42,100,2.3
8,4,0,193.04,109.77,182.88,2.3,32,3.38,55,2.3,10,0,2.3
18,5,1,182.88,83.91,187.96,2.3,46,3.31,56,0.55,46,69,2.3
5,2,0,187.96,106.59,195.58,2.3,50,3.41,38,3.1,72,36,2.3
30,14,2,185.42,90.72,182.88,2.3,32,1.36,72,0.39,50,88,2.3
8,3,0,165.1,61.23,182.88,2.3,33,1.93,62,1.67,42,50,2.3
25,20,3,182.88,97.52,182.88,2.3,53,1.6,54,4.5,100,25,2.3
13,5,0,177.8,92.99,182.88,2.3,47,3.18,54,1.01,50,0,2.3
12,3,0,182.88,70.31,182.88,2.29,45,1.39,66,0.0,0,42,2.29
10,2,0,180.34,61.23,180.34,2.28,29,6.49,45,0.0,0,0,2.28
39,11,0,172.72,65.77,175.26,2.28,45,2.94,50,2.9,33,40,2.28
6,8,0,170.18,61.23,170.18,2.28,34,3.58,50,0.67,21,33,2.28
10,5,0,177.8,77.11,182.88,2.28,47,2.13,59,0.74,37,75,2.28
1,5,0,180.34,92.99,182.88,2.28,31,4.36,34,0.0,0,0,2.28
9,5,0,175.26,61.23,180.34,2.28,44,4.32,40,2.51,34,42,2.28
2,5,0,177.8,70.31,177.8,2.28,32,6.25,44,1.01,25,33,2.28
24,8,0,180.34,77.11,182.88,2.28,35,5.52,45,2.51,33,0,2.28
10,4,0,177.8,70.31,182.88,2.27,38,4.0,53,3.0,50,69,2.27
10,3,0,185.42,83.91,185.42,2.27,40,2.78,56,1.05,15,58,2.27
6,0,0,177.8,83.91,182.88,2.27,60,1.93,48,5.0,62,0,2.27
4,4,0,185.42,61.23,182.88,2.27,23,8.2,33,0.0,0,50,2.27
12,2,0,175.26,65.77,175.26,2.27,38,4.22,40,0.0,0,0,2.27
6,4,1,182.88,69.85,182.88,2.27,24,5.91,63,0.0,0,20,2.27
35,16,2,180.34,83.91,195.58,2.27,35,1.65,67,2.51,65,38,2.27
15,10,0,190.5,92.99,190.5,2.27,43,3.77,53,2.03,22,33,2.27
26,10,0,175.26,77.11,180.34,2.27,29,2.2,57,1.3,100,66,2.27
16,7,0,185.42,83.91,182.88,2.27,53,4.0,25,0.0,0,16,2.27
9,5,2,180.34,83.91,195.58,2.27,53,3.76,46,0.79,22,27,2.27
6,9,0,177.8,75.75,182.88,2.27,41,6.67,43,0.0,0,0,2.27
24,10,0,172.72,70.31,182.88,2.27,38,1.63,67,1.2,100,71,2.27
2,1,0,175.26,61.23,182.88,2.27,35,5.67,47,0.0,0,100,2.27
9,5,0,177.8,77.11,182.88,2.27,32,4.33,45,0.0,0,77,2.27
10,6,1,182.88,92.99,182.88,2.27,41,4.6,56,2.3,55,66,2.27
7,5,0,177.8,61.23,182.88,2.27,47,1.47,59,0.0,0,100,2.27
6,9,0,175.26,65.77,182.88,2.26,57,2.71,51,0.0,0,66,2.26
30,27,3,180.34,90.26,182.88,2.26,51,6.47,44,0.0,0,66,2.26
10,3,1,185.42,77.11,180.34,2.26,40,3.73,37,3.23,37,14,2.26
18,7,1,180.34,70.31,185.42,2.26,41,3.63,53,2.0,38,78,2.26
18,18,0,177.8,92.99,198.12,2.26,45,2.61,56,1.93,47,78,2.26
13,6,0,167.64,61.23,167.64,2.26,46,1.92,47,4.38,65,50,2.26
23,8,0,175.26,77.11,182.88,2.26,32,4.13,56,1.12,16,100,2.26
17,7,0,175.26,77.11,182.88,2.25,41,1.75,65,2.5,28,0,2.25
28,13,0,182.88,92.99,187.96,2.25,45,4.26,40,0.87,29,51,2.25
10,6,0,182.88,61.23,182.88,2.25,53,0.93,50,7.5,60,0,2.25
16,12,1,185.42,92.99,182.88,2.25,37,3.52,53,1.19,25,40,2.25
11,5,0,177.8,83.91,182.88,2.25,32,2.82,65,2.64,23,16,2.25
13,3,0,175.26,70.31,177.8,2.24,55,1.53,52,2.51,50,50,2.24
12,7,0,185.42,77.11,193.04,2.24,40,3.51,46,0.55,50,25,2.24
6,6,0,180.34,77.11,185.42,2.24,48,3.39,41,1.18,33,26,2.24
8,4,0,177.8,65.77,180.34,2.24,39,3.08,59,4.81,45,0,2.24
9,6,0,172.72,65.77,175.26,2.24,44,2.23,50,1.44,26,58,2.24
7,2,0,185.42,77.11,198.12,2.24,48,1.31,56,0.0,0,0,2.24
15,5,0,182.88,77.11,190.5,2.23,68,1.46,51,7.1,70,80,2.23
10,6,0,175.26,83.91,185.42,2.23,46,3.1,58,0.36,7,53,2.23
18,8,1,170.18,56.7,182.88,2.23,56,1.44,45,1.31,66,20,2.23
17,4,2,180.34,77.11,180.34,2.23,39,4.1,59,0.75,17,90,2.23
37,11,0,185.42,92.99,190.5,2.23,45,1.53,57,2.48,42,65,2.23
34,10,2,180.34,77.11,185.42,2.23,36,3.2,58,1.65,48,63,2.23
26,15,0,172.72,77.11,177.8,2.23,42,2.21,69,3.76,63,67,2.23
6,3,0,162.56,52.16,182.88,2.23,37,4.07,57,1.04,11,0,2.23
11,1,0,180.34,65.77,180.34,2.22,46,2.58,47,5.73,52,66,2.22
14,7,0,180.34,65.77,180.34,2.22,41,4.79,41,2.9,46,62,2.22
13,7,0,182.88,83.91,182.88,2.22,29,2.22,57,0.0,0,0,2.22
10,4,0,170.18,61.23,175.26,2.22,54,3.94,45,1.51,13,66,2.22
25,12,0,190.5,92.99,198.12,2.22,42,1.64,59,1.79,36,73,2.22
8,5,0,172.72,65.77,182.88,2.21,43,6.85,48,0.0,0,0,2.21
18,7,0,182.88,77.11,182.88,2.21,40,3.45,48,1.33,25,0,2.21
10,2,0,200.66,107.95,198.12,2.21,57,7.83,37,0.0,0,0,2.21
16,7,0,177.8,77.11,185.42,2.21,41,3.73,44,0.76,37,60,2.21
18,7,0,185.42,83.91,187.96,2.21,50,2.72,46,2.83,50,57,2.21
3,9,0,180.34,70.31,182.88,2.21,46,3.5,66,1.38,100,50,2.21
8,4,0,182.88,77.11,182.88,2.21,25,2.87,42,1.23,16,25,2.21
18,15,1,175.26,83.91,185.42,2.21,35,3.92,42,1.38,33,81,2.21
14,4,0,177.8,61.23,187.96,2.21,34,8.85,41,3.69,50,0,2.21
5,3,0,195.58,83.91,200.66,2.2,47,3.2,51,0.0,0,75,2.2
38,18,0,185.42,92.99,182.88,2.2,60,1.47,56,0.0,0,25,2.2
18,6,0,187.96,83.91,182.88,2.2,54,1.49,53,0.31,100,30,2.2
9,2,0,175.26,77.11,182.88,2.2,35,3.33,48,3.0,75,25,2.2
8,4,0,165.1,56.7,167.64,2.2,42,3.53,48,1.0,11,0,2.2
12,3,0,180.34,70.31,177.8,2.2,49,3.0,54,0.85,18,10,2.2
11,3,0,182.88,70.31,182.88,2.2,57,1.4,55,1.0,12,66,2.2
12,6,0,180.34,92.99,182.88,2.2,27,2.0,76,0.0,0,50,2.2
13,5,0,208.28,120.2,182.88,2.2,29,2.31,59,0.65,25,83,2.2
15,9,1,172.72,83.91,182.88,2.19,33,3.44,32,1.91,71,16,2.19
9,4,0,165.1,61.23,170.18,2.19,32,3.29,58,2.82,33,75,2.19
7,3,0,187.96,115.67,193.04,2.19,69,0.81,33,4.86,57,0,2.19
17,8,0,172.72,70.31,180.34,2.19,33,3.38,59,2.49,36,11,2.19
13,5,0,180.34,83.91,185.42,2.19,35,2.73,54,0.4,42,65,2.19
12,7,0,175.26,70.31,182.88,2.19,26,5.9,45,0.0,0,40,2.19
12,6,0,177.8,83.91,182.88,2.19,28,5.75,44,0.0,0,100,2.19
22,14,0,182.88,119.29,185.42,2.18,36,4.79,46,1.14,27,65,2.18
4,2,0,160.02,56.7,162.56,2.18,30,2.18,63,2.72,33,0,2.18
35,21,8,170.18,77.11,172.72,2.18,48,2.67,63,1.01,84,46,2.18
11,6,0,180.34,77.11,182.88,2.18,36,3.82,53,0.0,0,0,2.18
15,6,1,182.88,77.11,193.04,2.18,34,2.31,57,0.67,25,55,2.18
18,11,0,190.5,119.75,200.66,2.18,47,3.84,38,2.02,40,54,2.18
23,6,0,185.42,83.91,198.12,2.17,50,2.03,53,2.97,40,35,2.17
11,7,0,177.8,61.23,182.88,2.17,48,2.5,50,2.5,50,60,2.17
9,3,0,170.18,70.31,182.88,2.17,44,4.34,48,1.36,33,0,2.17
10,4,0,172.72,65.77,175.26,2.17,45,4.65,36,1.88,24,43,2.17
9,2,0,175.26,65.77,180.34,2.17,71,1.58,40,3.94,80,71,2.17
12,3,0,187.96,83.91,182.88,2.17,34,2.08,70,0.0,0,76,2.17
17,5,0,185.42,83.91,190.5,2.17,53,2.43,45,3.13,40,100,2.17
11,3,0,182.88,92.99,193.04,2.17,55,4.77,46,1.63,10,100,2.17
2,1,0,210.82,181.44,182.88,2.17,60,6.51,40,0.0,0,0,2.17
6,2,0,162.56,61.23,177.8,2.17,29,3.63,53,1.0,15,20,2.17
14,8,0,182.88,92.99,193.04,2.17,41,2.08,55,0.46,50,47,2.17
36,4,1,167.64,70.31,170.18,2.17,35,2.71,55,4.09,46,56,2.17
5,3,0,182.88,77.11,182.88,2.17,39,1.57,65,0.5,33,64,2.17
24,13,1,170.18,61.23,170.18,2.17,38,1.64,69,2.49,42,41,2.17
15,8,0,182.88,61.23,180.34,2.16,63,1.72,51,0.44,50,33,2.16
16,5,0,185.42,70.31,185.42,2.16,35,2.53,67,0.43,30,39,2.16
21,6,2,177.8,56.7,180.34,2.16,41,2.5,50,3.03,43,41,2.16
15,10,0,175.26,69.85,182.88,2.16,39,2.76,57,1.07,50,45,2.16
20,7,0,154.94,52.16,160.02,2.16,40,2.69,55,3.22,35,47,2.16
11,12,0,172.72,61.23,182.88,2.16,28,8.75,42,0.77,11,25,2.16
10,2,0,190.5,118.84,198.12,2.16,26,3.43,42,0.0,0,100,2.16
7,3,1,172.72,70.31,182.88,2.15,31,2.8,56,0.81,50,50,2.15
16,4,0,180.34,92.99,182.88,2.15,45,3.85,48,0.0,0,50,2.15
24,13,0,170.18,77.11,182.88,2.15,50,3.08,51,2.7,49,53,2.15
23,8,0,175.26,65.77,170.18,2.15,51,1.9,67,0.82,30,41,2.15
12,3,0,154.94,52.16,157.48,2.15,56,2.4,53,3.38,56,100,2.15
6,3,0,198.12,114.76,182.88,2.15,52,3.05,52,1.73,55,43,2.15
19,9,0,177.8,77.11,177.8,2.15,44,2.54,52,6.9,48,100,2.15
15,6,0,167.64,61.23,182.88,2.15,46,2.39,52,6.14,46,60,2.15
14,9,0,190.5,92.99,190.5,2.14,24,3.97,68,1.55,44,66,2.14
19,8,1,182.88,92.99,190.5,2.14,37,2.42,63,2.98,44,73,2.14
17,7,1,182.88,77.11,190.5,2.14,40,2.9,58,1.53,32,77,2.14
21,4,0,172.72,70.31,185.42,2.14,46,2.52,56,1.97,43,76,2.14
20,6,0,187.96,92.99,182.88,2.14,48,4.73,45,0.0,0,0,2.14
45,9,0,175.26,77.11,185.42,2.14,53,1.36,53,2.95,50,35,2.14
13,6,0,182.88,70.31,185.42,2.13,42,3.44,43,2.35,50,83,2.13
17,5,0,175.26,65.77,172.72,2.13,43,1.82,59,2.0,28,50,2.13
10,5,0,165.1,56.7,182.88,2.13,43,4.18,32,0.59,11,54,2.13
12,2,1,177.8,56.7,175.26,2.13,46,2.81,46,2.88,47,71,2.13
15,10,0,165.1,61.23,170.18,2.13,41,2.83,55,3.26,34,69,2.13
28,9,0,185.42,83.91,198.12,2.13,40,2.99,52,2.1,27,30,2.13
20,9,0,180.34,70.31,182.88,2.13,26,1.87,60,0.5,16,100,2.13
8,4,1,180.34,77.11,182.88,2.13,25,5.53,39,3.0,15,50,2.13
13,10,0,170.18,61.23,177.8,2.13,37,4.29,39,0.62,15,60,2.13
17,11,0,187.96,109.77,193.04,2.12,45,2.94,57,2.8,39,66,2.12
13,2,0,160.02,56.7,157.48,2.12,46,1.66,62,4.54,57,69,2.12
27,19,1,170.18,65.77,177.8,2.12,37,3.13,56,0.22,33,63,2.12
14,3,0,190.5,92.99,193.04,2.12,32,6.9,43,0.0,0,0,2.12
12,7,0,175.26,77.11,180.34,2.12,34,2.12,58,2.23,50,69,2.12
12,6,0,185.42,70.31,187.96,2.12,48,2.25,49,0.66,100,55,2.12
8,3,0,190.5,83.91,182.88,2.12,37,3.32,64,0.0,0,50,2.12
7,3,0,167.64,61.23,165.1,2.12,34,3.96,42,0.0,0,25,2.12
22,4,1,187.96,77.11,193.04,2.12,49,1.89,58,2.93,43,71,2.12
6,3,0,177.8,77.11,182.88,2.11,46,3.16,48,0.0,0,25,2.11
26,33,2,182.88,92.99,182.88,2.11,38,2.2,54,0.88,28,44,2.11
4,3,0,177.8,77.11,182.88,2.11,44,2.63,50,0.0,0,0,2.11
10,4,0,182.88,83.91,182.88,2.11,44,2.32,63,3.71,44,83,2.11
15,5,0,187.96,83.91,190.5,2.11,24,4.06,53,1.79,75,66,2.11
15,15,0,185.42,77.11,190.5,2.11,37,3.75,51,1.18,55,19,2.11
35,11,2,187.96,104.33,185.42,2.11,50,1.89,63,0.19,40,78,2.11
10,5,1,162.56,61.23,170.18,2.1,21,4.8,50,0.0,0,66,2.1
14,10,0,180.34,61.23,190.5,2.1,29,3.79,43,0.0,0,61,2.1
13,3,0,180.34,61.23,182.88,2.1,26,3.54,63,0.0,0,100,2.1
35,17,0,177.8,70.31,182.88,2.1,39,2.91,54,1.85,38,70,2.1
3,3,0,172.72,70.31,182.88,2.09,14,6.69,36,0.0,0,50,2.09
18,6,0,162.56,61.23,167.64,2.09,45,2.01,57,0.41,22,45,2.09
12,4,0,170.18,65.77,182.88,2.09,45,4.45,56,4.06,28,50,2.09
25,21,1,175.26,65.77,182.88,2.08,32,2.66,56,0.0,0,0,2.08
17,15,1,177.8,83.91,182.88,2.08,40,2.58,53,1.49,100,0,2.08
13,9,0,187.96,83.91,185.42,2.08,45,3.59,54,2.74,24,50,2.08
20,8,0,180.34,92.99,177.8,2.08,55,4.21,40,5.08,36,0,2.08
14,4,0,187.96,120.2,190.5,2.08,46,1.52,59,1.83,41,66,2.08
3,1,1,182.88,83.91,182.88,2.08,70,5.94,16,4.46,25,0,2.08
13,4,0,190.5,83.91,200.66,2.08,52,2.47,34,1.09,33,33,2.08
23,6,1,172.72,70.31,175.26,2.08,41,3.31,55,2.5,39,76,2.08
9,3,1,182.88,70.31,182.88,2.08,52,0.74,67,2.22,25,80,2.08
16,10,0,185.42,77.11,193.04,2.08,52,2.87,43,1.18,66,58,2.08
13,6,0,170.18,61.23,175.26,2.08,37,3.17,58,2.38,22,50,2.08
8,4,0,170.18,70.31,180.34,2.08,32,2.12,63,2.32,58,66,2.08
9,1,0,177.8,61.23,180.34,2.07,57,0.2,25,3.0,75,100,2.07
14,5,1,177.8,70.31,182.88,2.07,61,2.38,67,2.07,11,50,2.07
7,4,0,172.72,65.77,182.88,2.07,60,2.4,53,0.0,0,50,2.07
0,1,0,182.88,95.25,182.88,2.07,83,4.97,36,0.0,0,0,2.07
14,5,0,193.04,83.91,193.04,2.07,49,1.6,46,2.28,50,33,2.07
6,8,0,170.18,61.23,182.88,2.07,30,4.93,48,2.0,100,66,2.07
22,12,0,177.8,77.11,182.88,2.07,37,4.03,50,3.18,50,0,2.07
8,6,0,172.72,56.7,175.26,2.07,37,1.93,63,0.7,50,46,2.07
17,9,0,187.96,156.49,182.88,2.06,44,1.74,34,2.44,42,0,2.06
4,11,1,182.88,76.2,182.88,2.06,35,2.4,53,0.49,50,53,2.06
13,3,0,172.72,70.31,180.34,2.06,35,3.88,57,1.01,25,66,2.06
8,5,0,160.02,52.16,182.88,2.06,70,0.29,83,4.41,100,0,2.06
13,4,0,180.34,83.91,182.88,2.06,32,1.24,68,2.48,28,100,2.06
34,12,0,187.96,77.11,190.5,2.06,38,2.25,60,1.98,39,84,2.06
1,0,0,190.5,120.2,182.88,2.05,25,1.45,60,0.75,100,100,2.05
33,16,0,170.18,65.77,177.8,2.05,44,2.44,60,2.75,44,39,2.05
6,2,0,172.72,61.23,182.88,2.05,47,2.05,58,0.0,0,62,2.05
19,10,0,167.64,61.23,167.64,2.05,38,2.47,51,2.63,64,23,2.05
8,2,0,190.5,83.91,193.04,2.05,60,2.73,42,10.23,100,0,2.05
29,10,0,182.88,83.91,182.88,2.05,38,3.26,52,0.71,40,53,2.05
17,9,0,177.8,104.33,185.42,2.05,45,2.93,56,2.11,35,100,2.05
13,4,0,177.8,70.31,177.8,2.05,44,4.21,39,0.35,50,47,2.05
7,2,0,170.18,61.23,170.18,2.05,50,1.4,54,2.05,40,70,2.05
15,4,0,182.88,92.99,187.96,2.05,40,2.9,55,0.64,20,80,2.05
10,3,0,172.72,61.23,175.26,2.05,51,0.88,58,6.63,48,83,2.05
11,7,0,177.8,70.31,182.88,2.04,34,2.65,60,2.46,33,42,2.04
6,5,0,180.34,77.11,182.88,2.04,57,3.02,43,0.0,0,50,2.04
23,8,0,172.72,61.23,175.26,2.04,30,2.1,59,2.27,46,66,2.04
3,2,1,177.8,83.91,182.88,2.04,37,3.35,48,1.8,100,100,2.04
8,4,0,162.56,56.7,170.18,2.04,30,3.7,47,0.0,0,11,2.04
14,7,0,170.18,65.77,185.42,2.04,44,3.14,53,0.59,30,36,2.04
13,5,1,167.64,56.7,172.72,2.04,61,2.59,61,2.51,75,76,2.04
15,9,0,172.72,63.05,182.88,2.04,52,1.82,63,4.31,46,68,2.04
